,Date,Route,Operator,Aircraft Type,All Aboard,Passengers Aboard,Crew Aboard,Total Fatalities,Passenger Fatalities,Crew Fatalities,Year,Month,Season
3790,"September 19, 1992","Bogota, Colombia",Avesca Colombia,Curtiss C-46F-1-CU,11,9,2,11,9,2,1992,September,Autumn
3791,"September 21, 1992","Near Kular, Russia",Yakutavia,Mil Mi-8 (helicopter),10,7,3,10,7,3,1992,September,Autumn
3792,"September 26, 1992","Near Lagos, Nigeria",Military - Federal Nigerian Air Force,Lockheed C-130H,158,154,4,158,154,4,1992,September,Autumn
3793,"September 28, 1992","Near  Kathmandu, Nepal",Pakistan International Airlines,Airbus A300B4-203,167,155,12,167,155,12,1992,September,Autumn
3794,"October 04, 1992","Amsterdam, Netherlands",El Al,Boeing B-747-258F,4,1,3,4,1,3,1992,October,Autumn
3795,"October 07, 1992","Berkeley Springs, West Virginia",Miltiary - U.S. Airforce,Lockheed C-130E Hercules,6,0,6,6,0,6,1992,October,Autumn
3796,"October 08, 1992","Near Dingxi, China",Wuhan Airlines,Avia 14M-40,35,28,7,14,9,5,1992,October,Autumn
3797,"October 09, 1992","Mogadiscio, Somalia",Kiev Production Association,Antonov 32,13,7,6,1,0,1,1992,October,Autumn
3798,"October 18, 1992","Near Garut, Jawa, Indonesia",Merpati Nusantara Airlines,CASA 235-10,31,27,4,31,27,4,1992,October,Autumn
3799,"October 19, 1992","Near Usti Nem, Russia",Syktyvkar Avia,Antonov AN-28,16,14,2,15,13,2,1992,October,Autumn
3800,"October 21, 1992","Near Lake Caballochoa, Peru",Military - Peruvian Air Force,de Havilland Canada DHC-6 Twin Otter 300,11,8,3,8,7,1,1992,October,Autumn
3801,"October 29, 1992","Chita, Russia",Aeroflot,Antonov AN-8,14,9,5,13,8,5,1992,October,Autumn
3803,"November 11, 1992","Near Tver, Russia",Military - Russian Air Force,Antonov AN-22A,33,26,7,33,26,7,1992,November,Autumn
3804,"November 14, 1992","Near Nha Trang, Vietnam",Vietnam Airlines,Yakovlev YAK-40,31,25,6,30,24,6,1992,November,Autumn
3805,"November 15, 1992","Near Porto Plata, Dominican Republic",Aerocaribbean - Charter,Ilyushin IL-18D,34,28,6,34,28,6,1992,November,Autumn
3806,"November 24, 1992","Near Guilin, China",China Southern Airlines,Boeing B-737-3Y0,141,133,8,141,133,8,1992,November,Autumn
3807,"November 30, 1992","Near Harlem, Montana",Military - U.S. Air Force / Military - U.S. Air Force,Lockheed C-141B / Lockheed C141B,13,0,13,13,0,13,1992,November,Autumn
3808,"December 09, 1992","Uruapan, Mexico",Aero Sudpacifico,Britten-Norman BN-2B-27 Islander,9,8,1,9,8,1,1992,December,Winter
3809,"December 13, 1992","Goma, Congo",Scibe Airlift Cargo Zaire,Fokker F-27 Friendship 400M,37,31,6,37,31,6,1992,December,Winter
3811,"December 21, 1992","Faro, Algarve, Portugal",Martinair Holland NV,McDonnell Douglas DC-10-30CF,340,327,13,56,54,2,1992,December,Winter
3812,"December 22, 1992","Tripoli, Libya",Libya Arab Airlines / Military -  Libya Air Force,Boeing B-727-2L5 / MiG23UB,157,147,10,157,147,10,1992,December,Winter
3813,"January 03, 1993","Ogden, Utah",Air Taxi - South Coast Helicopters Inc.,Bell 206B3,4,3,1,4,3,1,1993,January,Winter
3814,"January 06, 1993","Paris, France",Lufthansa Cityline,de Havilland Canada DHC-8-301,23,19,4,4,4,0,1993,January,Winter
3815,"January 09, 1993","Surabaya, Indonesia",Bouraq Indonesia Airlines,Hawker Siddeley HS-748-234,44,39,5,17,13,4,1993,January,Winter
3816,"January 13, 1993","Sellafield, England",Titan Airways,Embraer 110P1 Bandeirante,2,0,2,2,0,2,1993,January,Winter
3817,"January 14, 1993","Near Bronson Creek, British Colombia, Canada",Central Mountain Air Services,Douglas C-47A,2,0,2,2,0,2,1993,January,Winter
3818,"January 27, 1993","Kinshasa, Democratic Republic Congo",Trans Service Airlift,Nord 262A-44,21,18,3,3,3,0,1993,January,Winter
3819,"January 31, 1993","Sumatra, Indonesia",Pan Malaysian Air Transport,Shorts SC-7 Skyvan 3-100,16,11,5,16,11,5,1993,January,Winter
3820,"February 08, 1993","Near Tehran, Iran",Iran Air Tours  /  Military - Iranian Air Force,Tupolev TU-154M / Sukhoi Su-24,133,119,14,133,119,14,1993,February,Winter
3822,"February 20, 1993","Bogota, Colombia",Cargo Three Panama,Convair CV-440,2,0,2,2,0,2,1993,February,Winter
3823,"February 28, 1993","Off Green Island, Taiwan",Formosa Airlines,Dornier 228-201,6,4,2,6,4,2,1993,February,Winter
3824,"March 05, 1993","Skopje, Macedonia",Palair Macedonian,Fokker 100,97,92,5,83,79,4,1993,March,Spring
3825,"March 23, 1993","Near Tangara de Serra, Brazil",Oeste Linhas Aereas,Embraer EMB-110 Bandeirante,6,4,2,6,4,2,1993,March,Spring
3826,"March 31, 1993","Anchorage, Alaska",Japan Air Lines,Boeing B-747-466,5,2,3,0,0,0,1993,March,Spring
3827,"April 01, 1993","Blountville, Tennesee",Private,Fairchild SA227-TT,4,3,1,4,3,1,1993,April,Spring
3828,"April 02, 1993","Off Margarita Island, Venezuela",Linea Aeropostal Venezolana,McDonnell Douglas DC-9-15,11,8,3,11,8,3,1993,April,Spring
3829,"April 06, 1993","950 nm S of  Shemya, Alaska",China Eastern Airlines,McDonnell Douglas MD-11,264,248,16,2,2,0,1993,April,Spring
3830,"April 19, 1993","Zwingle, Iowa",Private,Mitsubishi MU-2B-60,8,6,2,8,6,2,1993,April,Spring
3831,"April 23, 1993","Zavnah, Mongolia",MIAT - Mongolian Airlines,Antonov AN-26B,40,34,6,32,26,6,1993,April,Spring
3832,"April 26, 1993","Aurangabad, India",Indian Airlines,Boeing B-737-2A8,118,112,6,55,55,0,1993,April,Spring
3833,"April 27, 1993","Off  Libreville, Gambia",Military - Zambian Air Force,de Havilland  Canada  DHC-5D Buffalo,30,25,5,30,25,5,1993,April,Spring
3834,"April 27, 1993","Near Kholm, Afghanistan",Military - Afghan Republican Air Force,Antonov AN-32,76,71,5,76,71,5,1993,April,Spring
3835,"May 11, 1993","Suva, Fiji",Fiji Air,Britten-Norman BN-2A-6 Islander,2,0,2,2,0,2,1993,May,Spring
3836,"May 15, 1993","Near Cancun, Mexico",Carga del Caribe,Douglas DC-6BF,5,0,5,3,0,3,1993,May,Spring
3837,"May 19, 1993","Near Medellin, Colombia",SAM Colombia,Boeing B-727-46,132,125,7,132,125,7,1993,May,Spring
3838,"June 06, 1993","El Yopal, Colombia",Aerotaca,de Havilland Canada DHC-6 Twin Otter 300,2,0,2,2,0,2,1993,June,Summer
3839,"June 09, 1993","Gulgubip, Papua New Guinea",Southwest Air,Britten-Norman  BN-2A-20 Trislander,11,10,1,9,9,0,1993,June,Summer
3840,"June 16, 1993","Nabire, Indonesia",Merpati Nasantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,3,0,3,1,0,1,1993,June,Summer
3841,"June 17, 1993","Near Tbilisi, Georgia",Tajikistan Airlines,Antonov AN-26,41,36,5,41,36,5,1993,June,Summer
3842,"July 01, 1993","Sorong, Irian Jaya, Indonesia",Merpati Nusantara Airlines,Fokker F-28 Fellowship 3000,43,39,4,41,37,4,1993,July,Summer
3844,"July 12, 1993","Talladega, Alabama",Private,"Helicopter, Hughes 369HS",2,1,1,1,1,0,1993,July,Summer
3845,"July 23, 1993","Yinchuan, China",China Northwest Airlines,British Aerospace 146-300,113,108,5,55,54,1,1993,July,Summer
3846,"July 26, 1993","Haenam, South Korea",Asiana Airlines,Boeing B-737-5L9,110,104,6,68,64,4,1993,July,Summer
3847,"July 30, 1993","Serawak, Malaysia",Hornbill Airways,Shorts SC-7 Skyvan 3-100,17,15,2,1,1,0,1993,July,Summer
3848,"July 31, 1993","Devghat, Nepal",Everest Air,Dornier Do-228-101,19,16,3,19,16,3,1993,July,Summer
3849,"August 18, 1993","Leeward Point Airfield, Guantanamo Bay, Cuba",American International Airways,McDonnell Douglas DC-8-61,3,0,3,0,0,0,1993,August,Summer
3850,"August 26, 1993","Near Aldan, Russia",Sakha Airlines,Let 410UVP-E,24,22,2,24,22,2,1993,August,Summer
3851,"August 28, 1993","Khorag, Tajikistan",Tajikistan Airlines,Yakovlev YAK-40,86,81,5,82,77,5,1993,August,Summer
3852,"September 14, 1993","Warsaw, Poland",Lufthansa,Airbus A320-211,70,64,6,2,1,1,1993,September,Autumn
3853,"September 21, 1993","Sukhumi, Georgia",Transair Georgia Airlines,Tupolev TU-134A,27,22,5,27,22,5,1993,September,Autumn
3854,"September 22, 1993","Sukhumi, Georgia",Transair Georgia Airlines,Tupolev TU-154B,132,120,12,108,100,8,1993,September,Autumn
3856,"October 25, 1993","Franz Josef Glacier, New Zealand",Hibiscus Air,GAF Nomad N-22,9,6,3,9,6,3,1993,October,Autumn
3857,"October 26, 1993","Fuzhou, China",China Eastern Airlines,McDonnell Douglas MD-82,80,71,9,2,2,0,1993,October,Autumn
3858,"October 27, 1993","Near Namsos, Norway",Wideroe's Flyveselksap,de Havilland Canada DHC-6 Twin Otter 300,20,17,3,7,4,3,1993,October,Autumn
3859,"November 10, 1993","Sandy Lake, Canada",Air Manitoba,Hawker Siddeley HS-748-234 Srs. 2A,7,4,3,7,4,3,1993,November,Autumn
3860,"November 13, 1993","Urumqi, China",China Northern Airlines,McDonnell Douglas MD-82,102,92,10,12,8,4,1993,November,Autumn
3861,"November 15, 1993","Near Kerman, Iran",Magistralnye Avialinii,Antonov AN-124,17,14,3,17,14,3,1993,November,Autumn
3862,"November 20, 1993","Near Ohrid, Macedonia",Aviaimpex (Macedonia),Yakovlev YAK-42D,116,108,8,116,108,8,1993,November,Autumn
3863,"December 01, 1993","Hibbing, Minnesota",Express Airlines - Northwest Airlink,British Aerospace Jetstream BA-3100,18,16,2,18,16,2,1993,December,Winter
3864,"December 03, 1993","Tuktoyaktuk, NWT, Canada",Arctic Wings & Rotors,Britten Norman BN-2A Trislander7,7,6,1,7,6,1,1993,December,Winter
3865,"December 09, 1993","Off Dakar, Senegal",Air Senegal / Gambia Airways,DHC-6 Twin Otter 300 / NAMC YS-11,3,2,1,3,2,1,1993,December,Winter
3866,"December 13, 1993","Phonesavanh, Laos",Lao Aviation,Yunshuji Y-12-II,18,16,2,18,16,2,1993,December,Winter
3867,"December 15, 1993","Near Naga, Philippines",Military - Philippine Air Force,Lockheed C-130H,29,23,6,29,23,6,1993,December,Winter
3868,"December 26, 1993","Gyumri, Armenia",Kuban Airlines,Antonov AN-26,36,31,5,36,31,5,1993,December,Winter
3869,"January 03, 1994","Near Mamony, Siberia, Russia",Baikal Air,Tupolev TU-154M,124,115,9,124,115,9,1994,January,Winter
3870,"January 07, 1994","Columbus, Ohio",Atlantic Coast Airlines (United Express),British Aerospace Jetstream 4101,8,3,5,5,2,3,1994,January,Winter
3871,"February 24, 1994","Nalchik, Russia",North Western Air Transport,Antonov AN-12V,13,7,6,13,7,6,1994,February,Winter
3872,"February 25, 1994","East Midlands, England",British World Airways,Vickers 813 Viscount,2,0,2,1,0,1,1994,February,Winter
3873,"February 25, 1994","Near Carpish, Peru",Expresso Aéreo,Yakovlev YAK-40,31,26,5,31,26,5,1994,February,Winter
3874,"March 02, 1994","New York, New York",Continental Airlines,McDonnell Douglas MD-82,116,110,6,0,0,0,1994,March,Spring
3875,"March 08, 1994","New Delhi, India",Sahara,Boeing 737-2R4C,4,0,4,4,0,4,1994,March,Spring
3876,"March 14, 1994","Off Malindi, Kenya",Military - U.S. Air Force,Lockheed C-130H Hercules,8,0,8,8,0,8,1994,March,Spring
3877,"March 17, 1994",Near Nag,Military - Iranian Air Force,Lockheed Hercules C-130,32,19,13,32,19,13,1994,March,Spring
3878,"March 18, 1994","Key West, Florida",Chalk's International Airlines,Grumman G-73T Turbo Mallard,2,0,2,2,0,2,1994,March,Spring
3879,"March 18, 1994","Spokane, Washington",Salair,Douglas DC-3C,2,0,2,2,0,2,1994,March,Spring
3880,"March 21, 1994","Weipa, Australia",Aurukun Air Services,Britten-Norman BN-2A-21 Trislander,6,5,1,6,5,1,1994,March,Spring
3881,"March 23, 1994","Near Mezhdurechensk, Russia",Aeroflot Russian International Airways,Airbus A310-304,75,63,12,75,63,12,1994,March,Spring
3882,"April 03, 1994","Lamoille, Nevada",Air Taxi - El Aero Services Inc.,Bell 206B3,5,4,1,5,4,1,1994,April,Spring
3883,"April 04, 1994","Amsterdam, Netherlands",KLM Cityhopper,Saab 340B,24,21,3,3,2,1,1994,April,Spring
3884,"April 06, 1994","Kigali, Rwanda",Rwanda Government,Dassault Falcon 50,12,9,3,12,9,3,1994,April,Spring
3885,"April 06, 1994","Ambato, Ecuador",TAME,de Havilland Canada DHC-6 Twin Otter 300,17,14,3,17,14,3,1994,April,Spring
3887,"April 25, 1994","Nanga Pinoh, Indonesia",Dirgantara Air Services,Britten Norman BN-2A-21 Trislander,11,10,1,11,10,1,1994,April,Spring
3888,"April 26, 1994","Near Komaki, Aichi, Japan",China Airlines (Taiwan),Airbus A300B4-622R,271,256,15,264,249,15,1994,April,Spring
3889,"May 07, 1994","Sao Gabriel, Brazil",Rico Taxi Aero,Embraer 110 Bandeirante,16,14,2,8,6,2,1994,May,Spring
3890,"May 23, 1994","Loma Linda, Colombia",Arall,Pilatus Britten-Norman BN-2B-27 Islander,11,9,2,4,3,1,1994,May,Spring
3891,"May 28, 1994","Near Villavicencio, Colombia",Transoriente Colombia,Douglas DC-3 (C-53D-DO),29,26,3,7,4,3,1994,May,Spring
3892,"June 02, 1994","Near Campbeltown, Scotland",Military - Royal Air Force,Boeing Vertol Chinook HC-2 (helicopter),29,25,4,29,25,4,1994,June,Summer
3893,"June 06, 1994","Near Xi'an, China",China Northwest Airlines,Tupolev TU-154M,160,146,14,160,146,14,1994,June,Summer
3894,"June 13, 1994","Near Uruapan, Mexico",Aerolineas Cuahonte,Swearingen SA.226TC Metro II,9,7,2,9,7,2,1994,June,Summer
3895,"June 18, 1994","Mt.  Kalora, Indonesia",Merpati Nusantara Airlines,Fokker F-27 Friendship 500F,12,7,5,12,7,5,1994,June,Summer
3896,"June 18, 1994","Chantilly, Virginia",TAESA,Learjet 25D,12,10,2,12,10,2,1994,June,Summer
3897,"June 26, 1994","Abidjan, Ivory Coast",Air Ivorie,Fokker F-27 Friendship 400M,17,14,3,17,14,3,1994,June,Summer
3899,"June 30, 1994","Toulouse-Blagnac, France",Airbus Industrie,Airbus A330-321,7,4,3,7,4,3,1994,June,Summer
3900,"July 01, 1994","Near Tidjika, Mauritania",Air Mauritanie,Fokker F-28 Fellowship 4000,93,89,4,80,76,4,1994,July,Summer
3901,"July 02, 1994","Charlotte, North Carolina",USAir,McDonnell Douglas DC-9-30,57,52,5,37,37,0,1994,July,Summer
3902,"July 14, 1994","Hanalei, Hawaii",Air Taxi - Papillion Helicopters Ltd.,Aerospatiale AS350D,7,6,1,3,3,0,1994,July,Summer
3903,"July 17, 1994","Near Fort de France, Martinique",Air Martinique,Britten-Norman BN-2B-26 Islander,6,5,1,6,5,1,1994,July,Summer
3904,"July 17, 1994","Boma, Democratic Republic Congo",Sankuru Air Service,Yakovlev 40D,9,5,4,5,3,2,1994,July,Summer
3905,"July 19, 1994","Colon, Panama",Alas Chiricanas,Embraer 110P1 Bandeirante,21,18,3,21,18,3,1994,July,Summer
3906,"July 26, 1994","East Kalimantan, Indonesia",Airfast Services,Sikorsky S-58ET,18,16,2,18,16,2,1994,July,Summer
3907,"August 05, 1994","Near Boda, Russia",Military - Russian Air Force,Antonov AN-12,47,41,6,47,41,6,1994,August,Summer
3908,"August 07, 1994","Kodiak, Alaska",Air Taxi - Uyak Air Services Inc.,de Havilland DHC-2,7,6,1,6,5,1,1994,August,Summer
3909,"August 10, 1994","Cheju, South Korea",Korean Airlines,Airbus A300B4-622R,160,152,8,0,0,0,1994,August,Summer
3910,"August 11, 1994","Alsworth, Alaska",Air Taxi - Talon Air Services Inc.,de Havilland DHC-2,3,2,1,3,2,1,1994,August,Summer
3911,"August 12, 1994","Whiting, New Jersey",Air Taxi - National Helicopters,Bell 206L-4,3,2,1,3,2,1,1994,August,Summer
3912,"August 21, 1994","Near Agadir, Morocco",Royal Air Maroc,Aerospatiale ATR-42-300,44,40,4,44,40,4,1994,August,Summer
3913,"September 08, 1994","Near Aliquippa, Pennsylvania",USAir,Boeing B-737-3B7,132,127,5,132,127,5,1994,September,Autumn
3914,"September 13, 1994","Near Abuja, Nigeria",Aerocontroctors - Charter,de Havilland Canada DHC-6 Twin Otter 300,5,3,2,3,2,1,1994,September,Autumn
3915,"September 17, 1994","Fish Egg Inlet, Canada",Pacific Coastal Airlines,de Havilland Canada DHC-6 Twin Otter 100,4,2,2,3,2,1,1994,September,Autumn
3916,"September 18, 1994","Tamanrasset, Algeria",Oriental Airlines,BAC One-Eleven 515FB,39,32,7,5,3,2,1994,September,Autumn
3917,"September 23, 1994","Kowloon Bay, Hong Kong",Heavylift Cargo Airlines,Lockheed L-100-30 Hercules,12,6,6,6,3,3,1994,September,Autumn
3918,"September 26, 1994","Near Vanavera, Russia",Cheremshanka Airlines,Yakovlev YAK-40,28,24,4,28,24,4,1994,September,Autumn
3919,"September 28, 1994","Bahia Negra, Paraguay",TAM Paraguay,Douglas C-47D,27,25,2,1,0,1,1994,September,Autumn
3920,"September 30, 1994","Chaibukha, Russia",Arsenyev Aviation Production Association,Antonov AN-8,20,13,7,8,3,5,1994,September,Autumn
3921,"October 08, 1994","Mitu, Colombia",SELVA,Antonov AN-32B,10,5,5,10,5,5,1994,October,Autumn
3922,"October 12, 1994","Krakas Mountains, near Natanz , Iran",Iran Asseman Airlines,Fokker F-28 Fellowship 1000,66,59,7,66,59,7,1994,October,Autumn
3923,"October 14, 1994","Near Formoso do Aragala, Brazil",Military - Brazilian Air Force,Lockheed C-130E,21,15,6,21,15,6,1994,October,Autumn
3925,"October 29, 1994","Near Ust'-Ilimsk, Russia",Aeronica,Antonov AN-12A,23,16,7,23,16,7,1994,October,Autumn
3926,"October 29, 1994","Batagaj, Russia",Yakutavia,Antonov AN-2,19,17,2,7,7,0,1994,October,Autumn
3927,"October 31, 1994","Roselawn, Indiana",American Eagle,ATR-72-212,68,64,4,68,64,4,1994,October,Autumn
3928,"November 01, 1994","Off Cozumel, Mexico",Transportes Aereos Pegaso,Bell 212,14,13,1,14,13,1,1994,November,Autumn
3929,"November 04, 1994","Near Nabire, Indonesia",Trigana Air Service,de Havilland Canada DHC-6 Twin Otter 100,4,2,2,4,2,2,1994,November,Autumn
3930,"November 05, 1994","Saposa, Peru",SA Amazonica,Yakovlev YAK-40,30,26,4,6,5,1,1994,November,Autumn
3931,"November 16, 1994","Avenal, California",Ameriflight,Beechcraft C99,1,0,1,1,0,1,1994,November,Autumn
3932,"November 22, 1994",Papua New Guinea,Southwest Air,Britten Norman BN-2A Trislander,7,6,1,7,6,1,1994,November,Autumn
3933,"November 22, 1994","Bridgeton, Missouri",Trans World Airlines / Private,McDonnell Douglas DC-9-82 / Cessna 441,142,132,10,2,0,2,1994,November,Autumn
3935,"December 10, 1994",Pacific Ocean,Philippine Air Lines,Boeing B-747-200,293,273,20,1,1,0,1994,December,Winter
3936,"December 13, 1994","Morrisville, North Carolina",American Eagle,British Aerospace Jetstream 3201,20,18,2,15,13,2,1994,December,Winter
3937,"December 15, 1994","Lobito, Angola",SL Aviation Services,Douglas DC-3,2,0,2,2,0,2,1994,December,Winter
3938,"December 17, 1994","Cerro Aicha, Venezuela",Servivensa,Douglas C-47A-10-DK,9,6,3,7,4,3,1994,December,Winter
3939,"December 17, 1994","Papua, New Guinea",Missionary Aviation Fellowship,de Havilland Canada DHC-6 Twin Otter 200,28,26,2,28,26,2,1994,December,Winter
3940,"December 21, 1994","Coventry, England",Phoenix Aviation,Boeing 737-2D6C,5,0,5,5,0,5,1994,December,Winter
3941,"December 26, 1994","Algiers Airport, Algeria",Air France,Airbus A300B2-1C,239,227,12,3,3,0,1994,December,Winter
3942,"December 29, 1994","Near Van, Turkey",Turkish Airlines (THY),Boeing B-737-4Y0,76,69,7,57,52,5,1994,December,Winter
3943,"January 05, 1995","Isfahan, Iran",Military - Iranian Air Force,Lockheed 1329 Jetstar 8,12,6,6,12,6,6,1995,January,Winter
3944,"January 10, 1995","Off Flores Island, Inodnesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,14,10,4,14,10,4,1995,January,Winter
3945,"January 11, 1995","Cartagena, Colombia",Intercontinental de Aviacion,McDonnell Douglas DC-9-14,52,47,5,51,46,5,1995,January,Winter
3946,"January 14, 1995","Los Angeles, California",Air Taxi - Wolfe Air Aviation Ltd.,Bell 206B,4,3,1,2,2,0,1995,January,Winter
3947,"January 17, 1995","Kathmandu, Nepal",Royal Nepal Airlines,de Havilland Canada DHC-6 Twin Otter 300,24,21,3,2,1,1,1995,January,Winter
3948,"January 20, 1995","Near Krasnoyarsk, Russia",Abakan Airlines,Let 410UVP,19,17,2,3,1,2,1995,January,Winter
3949,"January 20, 1995","Le Bourget, France",Leadair - Charter,Dassault Falcon 20E,10,7,3,10,7,3,1995,January,Winter
3950,"February 16, 1995","Kansas City, Missouri",ATI,McDonnell Douglas DC-8-63F,3,0,3,3,0,3,1995,February,Winter
3951,"March 16, 1995","Ossora, Russia",Aeroflot,Antonov 26B,10,4,6,9,3,6,1995,March,Spring
3952,"March 31, 1995","Near Balotesti, Romania",TAROM (Transporturile Aeriene Romane),Airbus A310-324,60,49,11,60,49,11,1995,March,Spring
3953,"April 23, 1995","Lagos, Nigeria",Bristow Helicopters,de Havilland Canada DHC-6 Twin Otter 300,9,7,2,1,0,1,1995,April,Spring
3954,"April 29, 1995","Near Palaly AFB, Sri Lanka",Military - Sri Lanka Air Force,Hawker Siddeley HS-748-357/2B SCD,52,49,3,52,49,3,1995,April,Spring
3955,"May 01, 1995","Sioux Falls, Ontario, Canada",Bearskin Airlines / Air Sandy,Swear. SA-227CC Metro 23/Piper Navajo,8,5,3,8,5,3,1995,May,Spring
3956,"May 03, 1995","Quito, Ecuador",American Jet,Grumman Gulfstream II,7,5,2,7,5,2,1995,May,Spring
3957,"May 09, 1995","Cerro San Jeronimo, Colombia",ADES Colombia,Curtiss C-46F,9,5,4,9,5,4,1995,May,Spring
3958,"May 13, 1995","Near Boise, Idaho",Military - U.S. Air Force,Lockheed C-130E Hercules,6,0,6,6,0,6,1995,May,Spring
3959,"May 24, 1995","Near Leeds, England",Knight Air,Embraer 110 P1 Bandeirante,12,9,3,12,9,3,1995,May,Spring
3960,"May 25, 1995","Miraflores, Colombia",LACOL,Douglas DC-3C,11,9,2,2,2,0,1995,May,Spring
3961,"May 29, 1995","Off Mbour, Senegal",Senegalair,Piper PA-31-310 Navajo,10,8,2,6,4,2,1995,May,Spring
3962,"June 09, 1995","Near Palmerston North, New Zealand",Ansett New Zealand,de Havilland Canada DHC-8-102,21,18,3,5,4,1,1995,June,Summer
3964,"June 16, 1995","Herputchi, Russia",Aeroflot,Antonov AN-2,14,12,2,13,11,2,1995,June,Summer
3965,"June 17, 1995","Near Cuvela, Angola",Military - Angolan Air Force,CASA 212-200 Aviocar,48,45,3,48,45,3,1995,June,Summer
3966,"June 24, 1995","Lagos, Nigeria",Harka Air Services,Tupolev TU-134A,80,74,6,16,16,0,1995,June,Summer
3967,"June 27, 1995","La Romana, Dominican Republic",Salair,Convair CV-440,2,0,2,2,0,2,1995,June,Summer
3968,"July 01, 1995","Kiunga, Papua New Guinea",Garamut Aviation,de Havilland Canada C-7A Caribou,3,1,2,3,1,2,1995,July,Summer
3969,"July 12, 1995","Gumey, Papua New Guinea",Milne Bay Air,de Havilland Canada DHC-6 Twin Otter 300,15,13,2,15,13,2,1995,July,Summer
3970,"July 17, 1995","Bintuni,  Indonesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,18,16,2,1,0,1,1995,July,Summer
3971,"July 18, 1995","Near Antananivo, Madagascar",Military - Madagascar Air Force,Douglas C-47A,34,29,5,34,29,5,1995,July,Summer
3972,"July 25, 1995","Near Karamui, Papua New Guinea",Transniugini Airways,Britten-Norman BN-2A Islander,2,1,1,2,1,1,1995,July,Summer
3973,"August 02, 1995","Johannesburg, South Africa",Aero Air,Antonov An-2R,3,0,3,3,0,3,1995,August,Summer
3974,"August 09, 1995","Near Kaimana, Indonesia",Bourag Indonesia Airlines,Hawker Siddeley HS-748 2A,10,6,4,10,6,4,1995,August,Summer
3975,"August 09, 1995","Mt. Chichontepec, San Vincente, El Salvador",Aviateca,Boeing B-737-2H6,65,58,7,65,58,7,1995,August,Summer
3976,"August 14, 1995","Nevada del Huila, Colombia",AIRES Colombia,Embraer 110P1 Bandeirante,10,8,2,10,8,2,1995,August,Summer
3977,"August 21, 1995","Near Carrollton, Georgia",Atlantic Southeast Airlines,Embraer 120-RT Brasilia,29,26,3,10,9,1,1995,August,Summer
3978,"September 01, 1995","Near Farewell, Alaska",North Star Air Cargo,Shorts SC-7 Skyvan,1,0,1,1,0,1,1995,September,Autumn
3979,"September 02, 1995","Beaver Dam, Arizona",Adventure Airlines,Cessna 421C Golden Eagle,8,7,1,8,7,1,1995,September,Autumn
3980,"September 02, 1995","Toronto, Ontario, Canada",Military - Royal Air Force,British Aerospace Nimrod MR-2P,7,0,7,7,0,7,1995,September,Autumn
3981,"September 09, 1995","Near La Macarena, Colombia",SAETA,CASA 212 Aviocar 200,22,18,4,21,17,4,1995,September,Autumn
3982,"September 11, 1995","Jalalabad, Afghanistan",Ariana Afghan Airlines,Antonov AN-26B,51,44,7,3,3,0,1995,September,Autumn
3983,"September 12, 1995","Off Colombo, Sri Lanka",Military - Sri Lanka Air Force,Antonov AN-32,81,76,5,81,76,5,1995,September,Autumn
3984,"September 15, 1995","Tawau,  Malaysia",Malaysia Airlines,Fokker 50,53,49,4,34,32,2,1995,September,Autumn
3985,"September 21, 1995","Near Moron, Mongolia",MIAT - Mongolian Airlines,Antonov AN-24RV,43,37,6,42,36,6,1995,September,Autumn
3986,"September 22, 1995","Anchorage, Alaska",Military - U.S. Air Force,Boeing B-707 (E-3B),24,20,4,24,20,4,1995,September,Autumn
3987,"September 24, 1995","Sterligov Cape, Russia",Norilsk Flight Company,Mil Mi-8T,15,10,5,15,10,5,1995,September,Autumn
3988,"September 27, 1995","Campbell River, British Columbia, Canada",Western Straits Air,De Havilland Dash-3,10,9,1,8,7,1,1995,September,Autumn
3989,"October 03, 1995","Gunung Antara, Indonesia",Sabang Merauke Raya Air Charter,CASA 212,14,12,2,1,0,1,1995,October,Autumn
3990,"October 04, 1995","Barskoon, Kirghizia",Kirghizia Aba Zaoldoru,Mil Mi-8MTV-1,15,12,3,15,12,3,1995,October,Autumn
3991,"November 09, 1995","Near Luyaba, Argentina",Military - Argentine Air Force,Fokker F-27 Friendship 500,53,48,5,53,48,5,1995,November,Autumn
3992,"November 13, 1995","Kaduna, Nigeria",Nigeria Airways,Boeing B-737-2F9,137,129,8,9,9,0,1995,November,Autumn
3993,"November 22, 1995","Off Jaffna Peninsula , Sri Lanka",Military - Sri Lanka Air Force,Antonov AN-32,63,57,6,63,57,6,1995,November,Autumn
3994,"November 29, 1995","Off Labuan, Malaysia",Sabah Air,Bell 412 (helicopter),10,8,2,10,8,2,1995,November,Autumn
3995,"November 30, 1995","Baku, Azerbaijan",Azerbaijan Airlines,Boeing 707-323C,6,0,6,2,0,2,1995,November,Autumn
3996,"December 03, 1995","Near Douala, Cameroon",Cameroon Airlines,Boeing B-737-2K9,78,72,6,72,68,4,1995,December,Winter
3997,"December 05, 1995","Near Nakhichevan, Azerbaijan, Russia",Azerbaijani Airlines,Tupolev TU-134B-3,82,76,6,54,52,2,1995,December,Winter
